X,Y
106.421,0.241
106.542,0.241
106.542,0.481
106.421,0.481
106.421,0.722
106.301,0.722
106.301,0.842
106.421,0.842
106.421,0.962
106.301,0.962
106.301,1.203
106.902,1.203
106.902,1.323
107.143,1.323
107.143,1.443
107.383,1.443
107.383,1.203
107.263,1.203
107.263,1.082
107.143,1.082
107.143,0.962
107.263,0.962
107.263,0.481
107.023,0.481
107.023,0.361
106.902,0.361
106.902,0.241
106.782,0.241
106.782,0.120
106.662,0.120
106.662,0.000
123.136,0.000
123.136,3.487
123.016,3.487
123.016,3.367
122.655,3.367
122.655,3.487
122.775,3.487
122.775,3.608
122.655,3.608
122.655,3.487
122.535,3.487
122.535,3.728
122.415,3.728
122.415,3.848
122.535,3.848
122.535,3.968
122.655,3.968
122.655,4.089
122.535,4.089
122.535,3.968
122.415,3.968
122.415,3.848
122.174,3.848
122.174,3.968
122.054,3.968
122.054,4.209
121.934,4.209
121.934,4.089
121.813,4.089
121.813,3.968
121.693,3.968
121.693,4.089
121.573,4.089
121.573,4.329
121.693,4.329
121.693,4.449
121.813,4.449
121.813,4.930
121.693,4.930
121.693,4.810
121.573,4.810
121.573,4.930
121.212,4.930
121.212,5.171
120.851,5.171
120.851,5.291
120.731,5.291
120.731,5.411
120.491,5.411
120.491,5.532
120.370,5.532
120.370,5.652
120.250,5.652
120.250,5.772
120.130,5.772
120.130,5.652
119.769,5.652
119.769,5.411
119.889,5.411
119.889,5.291
120.010,5.291
120.010,5.171
120.130,5.171
120.130,4.930
120.010,4.930
120.010,4.810
119.769,4.810
119.769,4.690
119.649,4.690
119.649,4.329
119.769,4.329
119.769,4.089
119.889,4.089
119.889,3.968
120.491,3.968
120.491,3.848
120.851,3.848
120.851,3.728
121.092,3.728
121.092,3.487
120.972,3.487
120.972,3.367
121.092,3.367
121.092,3.487
121.212,3.487
121.212,3.247
121.092,3.247
121.092,3.127
120.972,3.127
120.972,3.006
121.092,3.006
121.092,3.127
121.212,3.127
121.212,3.247
121.332,3.247
121.332,3.006
121.453,3.006
121.453,3.247
121.813,3.247
121.813,3.006
121.693,3.006
121.693,3.127
121.573,3.127
121.573,2.766
121.453,2.766
121.453,2.886
121.212,2.886
121.212,2.766
121.092,2.766
121.092,2.646
120.851,2.646
120.851,2.766
120.731,2.766
120.731,2.525
120.611,2.525
120.611,2.405
120.491,2.405
120.491,2.285
120.611,2.285
120.611,2.044
120.370,2.044
120.370,1.924
120.250,1.924
120.250,1.804
120.130,1.804
120.130,1.684
119.889,1.684
119.889,1.563
119.769,1.563
119.769,1.443
119.649,1.443
119.649,1.082
119.408,1.082
119.408,0.962
119.288,0.962
119.288,0.842
119.168,0.842
119.168,0.722
119.048,0.722
119.048,0.481
118.687,0.481
118.687,0.361
118.567,0.361
118.567,0.481
118.446,0.481
118.446,0.601
118.326,0.601
118.326,0.722
117.965,0.722
117.965,0.842
117.725,0.842
117.725,0.722
117.484,0.722
117.484,0.842
117.364,0.842
117.364,0.601
117.244,0.601
117.244,0.722
116.643,0.722
116.643,0.601
115.921,0.601
115.921,0.361
116.162,0.361
116.162,0.241
116.041,0.241
116.041,0.120
115.320,0.120
115.320,0.241
115.200,0.241
115.200,0.361
115.320,0.361
115.320,0.481
115.200,0.481
115.200,0.601
115.079,0.601
115.079,0.722
114.839,0.722
114.839,0.842
114.598,0.842
114.598,0.962
114.358,0.962
114.358,1.082
114.238,1.082
114.238,1.203
113.636,1.203
113.636,1.082
113.396,1.082
113.396,0.962
113.516,0.962
113.516,0.842
113.276,0.842
113.276,0.722
113.155,0.722
113.155,0.601
113.035,0.601
113.035,0.722
112.915,0.722
112.915,0.601
112.674,0.601
112.674,0.481
112.554,0.481
112.554,0.601
112.434,0.601
112.434,0.481
112.314,0.481
112.314,0.361
111.953,0.361
111.953,0.481
111.833,0.481
111.833,0.601
111.592,0.601
111.592,0.481
111.352,0.481
111.352,0.601
111.231,0.601
111.231,0.481
111.111,0.481
111.111,0.722
110.991,0.722
110.991,0.962
111.111,0.962
111.111,1.082
111.231,1.082
111.231,1.443
110.991,1.443
110.991,1.563
110.871,1.563
110.871,1.443
110.750,1.443
110.750,1.563
110.630,1.563
110.630,1.443
110.510,1.443
110.510,1.563
110.269,1.563
110.269,1.443
109.668,1.443
109.668,1.203
109.788,1.203
109.788,1.082
109.428,1.082
109.428,0.842
109.187,0.842
109.187,0.962
109.307,0.962
109.307,1.082
109.187,1.082
109.187,1.203
109.067,1.203
109.067,1.443
108.947,1.443
108.947,1.563
108.345,1.563
108.345,1.804
107.985,1.804
107.985,2.525
108.105,2.525
108.105,3.127
107.985,3.127
107.985,3.247
107.864,3.247
107.864,3.367
107.263,3.367
107.263,3.247
107.143,3.247
107.143,3.006
107.263,3.006
107.263,2.886
107.143,2.886
107.143,2.646
107.023,2.646
107.023,2.525
106.902,2.525
106.902,2.405
106.662,2.405
106.662,2.525
106.542,2.525
106.542,2.405
106.061,2.405
106.061,2.285
105.940,2.285
105.940,2.165
105.820,2.165
105.820,2.044
105.700,2.044
105.700,1.924
105.580,1.924
105.580,1.804
105.459,1.804
105.459,1.684
105.580,1.684
105.580,1.563
105.820,1.563
105.820,1.443
105.940,1.443
105.940,1.323
105.580,1.323
105.580,1.443
105.459,1.443
105.459,1.563
105.339,1.563
105.339,1.684
105.219,1.684
105.219,1.924
104.858,1.924
104.858,1.804
104.618,1.804
104.618,1.684
104.377,1.684
104.377,1.563
104.618,1.563
104.618,1.443
104.377,1.443
104.377,1.323
104.497,1.323
104.497,1.203
103.295,1.203
103.295,1.323
103.054,1.323
103.054,1.443
102.814,1.443
102.814,1.563
102.333,1.563
102.333,1.684
102.213,1.684
102.213,1.804
102.333,1.804
102.333,1.924
102.213,1.924
102.213,2.165
101.972,2.165
101.972,2.285
102.213,2.285
102.213,2.525
101.732,2.525
101.732,2.285
101.611,2.285
101.611,2.165
101.491,2.165
101.491,2.044
101.251,2.044
101.251,1.924
101.371,1.924
101.371,1.804
101.491,1.804
101.491,1.684
101.371,1.684
101.371,1.563
101.010,1.563
101.010,1.443
100.770,1.443
100.770,1.082
100.890,1.082
100.890,0.842
101.491,0.842
101.491,0.962
101.732,0.962
101.732,1.082
101.852,1.082
101.852,1.203
101.972,1.203
101.972,1.082
102.092,1.082
102.092,0.722
102.333,0.722
102.333,0.601
102.573,0.601
102.573,0.481
102.814,0.481
102.814,0.120
102.573,0.120
102.573,0.000
106.421,0.000
