X,Y
22.367,61.929
22.607,61.929
22.607,62.049
23.208,62.049
23.208,61.929
23.449,61.929
23.449,61.809
23.689,61.809
23.689,62.049
24.170,62.049
24.170,61.929
24.772,61.929
24.772,62.049
24.651,62.049
24.651,62.169
24.772,62.169
24.772,62.290
25.012,62.290
25.012,62.410
25.854,62.410
25.854,62.530
26.094,62.530
26.094,62.650
26.215,62.650
26.215,62.891
26.094,62.891
26.094,63.011
25.974,63.011
25.974,63.131
25.854,63.131
25.854,63.252
25.974,63.252
25.974,63.372
25.734,63.372
25.734,63.612
25.493,63.612
25.493,63.733
25.373,63.733
25.373,63.973
25.132,63.973
25.132,64.214
24.892,64.214
24.892,64.334
25.132,64.334
25.132,64.454
24.772,64.454
24.772,64.695
24.651,64.695
24.651,65.536
24.531,65.536
24.531,65.657
24.291,65.657
24.291,65.777
24.170,65.777
24.170,65.897
23.569,65.897
23.569,65.777
23.449,65.777
23.449,65.657
23.329,65.657
23.329,65.296
23.208,65.296
23.208,65.176
23.088,65.176
23.088,65.055
22.968,65.055
22.968,64.935
23.088,64.935
23.088,64.815
22.727,64.815
22.727,64.695
22.607,64.695
22.607,64.815
22.487,64.815
22.487,64.695
22.607,64.695
22.607,64.574
22.246,64.574
22.246,64.815
22.126,64.815
22.126,64.574
22.006,64.574
22.006,64.454
21.886,64.454
21.886,64.334
21.405,64.334
21.405,64.214
21.044,64.214
21.044,64.093
21.284,64.093
21.284,63.973
21.164,63.973
21.164,63.612
20.924,63.612
20.924,63.492
21.405,63.492
21.405,63.131
21.525,63.131
21.525,63.011
21.765,63.011
21.765,62.891
21.645,62.891
21.645,62.771
21.765,62.771
21.765,62.891
22.006,62.891
22.006,62.650
21.886,62.650
21.886,62.530
22.006,62.530
22.006,62.650
22.126,62.650
22.126,62.410
22.246,62.410
22.246,62.049
22.126,62.049
22.126,61.929
22.246,61.929
22.246,61.809
22.367,61.809
