X,Y
6.373,115.320
6.494,115.320
6.494,115.440
6.614,115.440
6.614,115.560
6.734,115.560
6.734,116.041
6.494,116.041
6.494,116.162
6.373,116.162
6.373,116.522
6.614,116.522
6.614,116.402
6.734,116.402
6.734,116.522
6.614,116.522
6.614,116.643
6.854,116.643
6.854,116.522
6.975,116.522
6.975,116.643
6.854,116.643
6.854,116.763
7.095,116.763
7.095,116.883
7.215,116.883
7.215,116.763
7.335,116.763
7.335,116.643
7.456,116.643
7.456,116.763
7.937,116.763
7.937,116.883
7.816,116.883
7.816,117.124
7.937,117.124
7.937,117.003
8.057,117.003
8.057,117.124
7.937,117.124
7.937,117.244
8.177,117.244
8.177,117.484
8.057,117.484
8.057,117.605
8.177,117.605
8.177,117.845
8.297,117.845
8.297,117.965
8.418,117.965
8.418,118.326
8.177,118.326
8.177,118.567
7.937,118.567
7.937,118.687
8.057,118.687
8.057,118.807
8.297,118.807
8.297,118.927
8.057,118.927
8.057,119.168
7.937,119.168
7.937,119.288
8.057,119.288
8.057,119.408
7.816,119.408
7.816,119.649
7.696,119.649
7.696,119.529
7.576,119.529
7.576,119.649
7.456,119.649
7.456,119.769
7.335,119.769
7.335,119.649
7.215,119.649
7.215,119.769
6.975,119.769
6.975,119.889
7.095,119.889
7.095,120.010
6.854,120.010
6.854,120.250
6.614,120.250
6.614,120.130
6.734,120.130
6.734,120.010
6.854,120.010
6.854,119.769
6.975,119.769
6.975,119.529
7.095,119.529
7.095,119.168
6.734,119.168
6.734,119.048
6.854,119.048
6.854,118.807
6.734,118.807
6.734,118.927
6.614,118.927
6.614,119.048
6.494,119.048
6.494,119.168
6.614,119.168
6.614,119.288
6.494,119.288
6.494,119.168
6.373,119.168
6.373,118.927
6.253,118.927
6.253,118.807
6.133,118.807
6.133,119.048
6.253,119.048
6.253,119.168
6.133,119.168
6.133,119.288
6.253,119.288
6.253,119.408
5.652,119.408
5.652,119.288
5.772,119.288
5.772,119.048
5.652,119.048
5.652,118.807
5.772,118.807
5.772,119.048
5.892,119.048
5.892,119.288
6.013,119.288
6.013,119.168
6.133,119.168
6.133,119.048
6.013,119.048
6.013,118.807
5.892,118.807
5.892,118.567
6.013,118.567
6.013,118.326
5.772,118.326
5.772,117.965
5.652,117.965
5.652,117.845
5.171,117.845
5.171,117.965
5.051,117.965
5.051,118.086
4.930,118.086
4.930,117.965
4.449,117.965
4.449,117.845
4.329,117.845
4.329,117.725
4.089,117.725
4.089,117.605
3.968,117.605
3.968,117.364
3.848,117.364
3.848,117.003
3.728,117.003
3.728,116.883
3.608,116.883
3.608,116.763
3.487,116.763
3.487,116.522
3.608,116.522
3.608,116.402
3.728,116.402
3.728,116.282
3.848,116.282
3.848,116.162
3.968,116.162
3.968,116.041
4.089,116.041
4.089,115.801
5.051,115.801
5.051,115.681
5.291,115.681
5.291,115.801
5.411,115.801
5.411,115.681
5.532,115.681
5.532,115.560
5.652,115.560
5.652,115.440
6.133,115.440
6.133,115.320
6.253,115.320
6.253,115.200
6.013,115.200
6.013,115.079
6.373,115.079
