X,Y
72.270,54.233
72.391,54.233
72.391,54.113
72.511,54.113
72.511,54.233
72.631,54.233
72.631,54.353
72.751,54.353
72.751,54.233
72.872,54.233
72.872,54.113
72.992,54.113
72.992,54.353
73.353,54.353
73.353,54.233
73.232,54.233
73.232,54.113
73.593,54.113
73.593,54.594
74.074,54.594
74.074,54.834
74.194,54.834
74.194,54.714
74.315,54.714
74.315,54.834
74.435,54.834
74.435,55.195
74.555,55.195
74.555,55.435
74.435,55.435
74.435,55.796
74.315,55.796
74.315,56.037
74.074,56.037
74.074,56.157
74.194,56.157
74.194,56.277
74.555,56.277
74.555,56.157
74.796,56.157
74.796,56.277
75.036,56.277
75.036,56.397
75.156,56.397
75.156,56.518
75.397,56.518
75.397,56.758
75.277,56.758
75.277,56.999
75.397,56.999
75.397,57.239
75.277,57.239
75.277,57.359
75.036,57.359
75.036,57.480
73.713,57.480
73.713,57.600
72.751,57.600
72.751,57.359
72.872,57.359
72.872,57.239
72.992,57.239
72.992,57.119
72.872,57.119
72.872,56.758
72.992,56.758
72.992,56.878
73.112,56.878
73.112,56.638
73.353,56.638
73.353,56.397
73.232,56.397
73.232,56.277
72.992,56.277
72.992,56.397
72.751,56.397
72.751,56.277
72.150,56.277
72.150,56.397
72.030,56.397
72.030,56.518
71.789,56.518
71.789,56.638
71.429,56.638
71.429,56.758
71.549,56.758
71.549,56.999
71.429,56.999
71.429,57.119
71.669,57.119
71.669,57.239
71.789,57.239
71.789,57.359
71.669,57.359
71.669,57.480
71.188,57.480
71.188,57.239
70.948,57.239
70.948,57.119
71.068,57.119
71.068,56.758
71.308,56.758
71.308,56.518
71.188,56.518
71.188,56.157
70.948,56.157
70.948,56.277
71.068,56.277
71.068,56.397
70.948,56.397
70.948,56.518
70.226,56.518
70.226,56.397
70.106,56.397
70.106,56.277
69.986,56.277
69.986,56.157
70.106,56.157
70.106,56.037
69.986,56.037
69.986,55.556
70.106,55.556
70.106,55.435
70.226,55.435
70.226,55.315
70.346,55.315
70.346,55.195
70.587,55.195
70.587,55.075
71.068,55.075
71.068,54.834
71.429,54.834
71.429,54.714
71.669,54.714
71.669,54.594
71.549,54.594
71.549,54.353
71.910,54.353
71.910,54.233
72.150,54.233
72.150,54.113
72.270,54.113
