X,Y
1.203,110.029
1.323,110.029
1.323,110.269
1.684,110.269
1.684,110.390
1.804,110.390
1.804,110.510
1.924,110.510
1.924,110.750
2.165,110.750
2.165,110.871
2.044,110.871
2.044,110.991
2.646,110.991
2.646,111.111
3.006,111.111
3.006,111.352
3.127,111.352
3.127,111.592
3.247,111.592
3.247,111.712
3.367,111.712
3.367,111.833
3.247,111.833
3.247,111.953
3.367,111.953
3.367,112.193
3.487,112.193
3.487,112.795
3.608,112.795
3.608,112.915
3.728,112.915
3.728,113.035
3.848,113.035
3.848,113.155
3.968,113.155
3.968,113.276
4.089,113.276
4.089,113.396
3.968,113.396
3.968,113.877
3.848,113.877
3.848,113.997
3.728,113.997
3.728,114.117
3.127,114.117
3.127,113.997
2.886,113.997
2.886,114.117
2.766,114.117
2.766,114.238
2.886,114.238
2.886,114.478
2.766,114.478
2.766,114.358
2.646,114.358
2.646,114.478
2.525,114.478
2.525,114.598
2.646,114.598
2.646,114.719
2.525,114.719
2.525,114.598
2.405,114.598
2.405,114.719
2.285,114.719
2.285,114.839
2.165,114.839
2.165,115.079
2.044,115.079
2.044,114.959
1.924,114.959
1.924,115.079
1.684,115.079
1.684,114.959
1.443,114.959
1.443,114.719
1.082,114.719
1.082,114.598
0.962,114.598
0.962,114.478
0.842,114.478
0.842,114.358
0.962,114.358
0.962,114.238
0.601,114.238
0.601,114.117
0.722,114.117
0.722,113.877
0.481,113.877
0.481,113.757
0.361,113.757
0.361,113.516
0.241,113.516
0.241,113.276
0.120,113.276
0.120,113.155
0.241,113.155
0.241,113.035
0.361,113.035
0.361,112.915
0.241,112.915
0.241,112.795
0.361,112.795
0.361,112.554
0.481,112.554
0.481,112.674
0.601,112.674
0.601,112.554
0.962,112.554
0.962,112.434
0.842,112.434
0.842,112.193
0.962,112.193
0.962,112.073
0.842,112.073
0.842,111.833
1.203,111.833
1.203,111.712
1.082,111.712
1.082,111.592
1.203,111.592
1.203,111.472
0.962,111.472
0.962,111.231
1.203,111.231
1.203,111.111
0.481,111.111
0.481,111.352
0.361,111.352
0.361,111.592
0.601,111.592
0.601,111.833
0.722,111.833
0.722,111.953
0.601,111.953
0.601,112.073
0.722,112.073
0.722,112.193
0.601,112.193
0.601,112.073
0.361,112.073
0.361,112.314
0.120,112.314
0.120,112.434
0.000,112.434
0.000,110.390
0.361,110.390
0.361,110.510
0.481,110.510
0.481,110.390
0.601,110.390
0.601,110.269
0.842,110.269
0.842,110.149
0.601,110.149
0.601,109.909
1.203,109.909
