X,Y
98.485,9.500
98.725,9.500
98.725,9.620
98.846,9.620
98.846,9.740
98.725,9.740
98.725,9.981
98.846,9.981
98.846,10.101
98.605,10.101
98.605,10.221
98.485,10.221
98.485,10.462
98.365,10.462
98.365,10.582
97.884,10.582
97.884,10.702
98.365,10.702
98.365,10.823
98.244,10.823
98.244,11.183
98.365,11.183
98.365,11.063
98.485,11.063
98.485,11.183
98.605,11.183
98.605,11.304
98.725,11.304
98.725,11.183
98.846,11.183
98.846,11.304
98.725,11.304
98.725,11.424
99.086,11.424
99.086,11.905
99.206,11.905
99.206,12.266
99.567,12.266
99.567,12.386
99.808,12.386
99.808,12.626
99.687,12.626
99.687,12.867
99.808,12.867
99.808,12.987
99.687,12.987
99.687,13.468
99.808,13.468
99.808,13.709
99.687,13.709
99.687,14.310
99.808,14.310
99.808,14.550
99.928,14.550
99.928,14.791
100.289,14.791
100.289,15.031
100.409,15.031
100.409,14.911
100.529,14.911
100.529,14.791
100.649,14.791
100.649,14.550
100.770,14.550
100.770,14.430
100.890,14.430
100.890,14.671
101.010,14.671
101.010,14.190
101.130,14.190
101.130,14.069
101.010,14.069
101.010,13.829
101.371,13.829
101.371,13.709
101.251,13.709
101.251,13.588
101.491,13.588
101.491,13.468
101.611,13.468
101.611,13.348
101.732,13.348
101.732,13.588
101.972,13.588
101.972,13.829
102.092,13.829
102.092,13.949
102.333,13.949
102.333,14.069
102.453,14.069
102.453,14.310
102.694,14.310
102.694,14.550
102.934,14.550
102.934,14.671
102.814,14.671
102.814,14.791
102.934,14.791
102.934,14.911
103.054,14.911
103.054,15.031
103.175,15.031
103.175,14.911
103.295,14.911
103.295,15.031
103.535,15.031
103.535,15.152
103.776,15.152
103.776,15.272
104.137,15.272
104.137,15.152
104.257,15.152
104.257,15.272
104.377,15.272
104.377,15.392
104.618,15.392
104.618,15.272
104.497,15.272
104.497,15.152
104.978,15.152
104.978,15.031
105.219,15.031
105.219,15.152
105.820,15.152
105.820,15.272
105.940,15.272
105.940,15.392
106.061,15.392
106.061,15.512
106.181,15.512
106.181,15.392
106.421,15.392
106.421,15.272
107.023,15.272
107.023,15.392
107.504,15.392
107.504,15.633
107.744,15.633
107.744,15.753
107.864,15.753
107.864,15.512
107.985,15.512
107.985,15.392
108.225,15.392
108.225,15.272
108.466,15.272
108.466,15.152
108.586,15.152
108.586,15.272
108.706,15.272
108.706,15.152
108.826,15.152
108.826,15.272
109.067,15.272
109.067,15.392
108.947,15.392
108.947,15.512
109.067,15.512
109.067,15.873
109.187,15.873
109.187,15.993
109.307,15.993
109.307,15.873
109.548,15.873
109.548,15.753
109.788,15.753
109.788,15.633
109.909,15.633
109.909,15.512
110.029,15.512
110.029,15.633
110.269,15.633
110.269,15.512
110.390,15.512
110.390,15.753
110.510,15.753
110.510,15.873
110.750,15.873
110.750,15.993
110.871,15.993
110.871,16.114
110.991,16.114
110.991,16.234
111.111,16.234
111.111,16.354
110.750,16.354
110.750,16.595
110.510,16.595
110.510,16.715
110.630,16.715
110.630,16.955
110.029,16.955
110.029,16.835
109.909,16.835
109.909,16.955
109.548,16.955
109.548,16.835
109.067,16.835
109.067,16.715
109.307,16.715
109.307,16.595
108.947,16.595
108.947,16.474
108.826,16.474
108.826,16.354
109.307,16.354
109.307,16.234
109.187,16.234
109.187,15.993
109.067,15.993
109.067,16.114
108.826,16.114
108.826,16.234
108.706,16.234
108.706,16.354
108.466,16.354
108.466,16.474
108.586,16.474
108.586,16.835
108.706,16.835
108.706,16.715
108.826,16.715
108.826,16.835
108.706,16.835
108.706,16.955
108.947,16.955
108.947,17.076
108.706,17.076
108.706,16.955
108.586,16.955
108.586,17.076
108.466,17.076
108.466,17.196
108.345,17.196
108.345,17.076
107.864,17.076
107.864,16.955
107.744,16.955
107.744,16.835
107.504,16.835
107.504,16.715
107.383,16.715
107.383,16.595
107.263,16.595
107.263,16.474
107.143,16.474
107.143,16.354
106.542,16.354
106.542,16.234
106.301,16.234
106.301,15.993
105.940,15.993
105.940,16.114
104.858,16.114
104.858,15.873
104.738,15.873
104.738,15.753
105.099,15.753
105.099,15.633
104.257,15.633
104.257,15.753
104.377,15.753
104.377,15.873
104.137,15.873
104.137,15.993
104.497,15.993
104.497,15.873
104.618,15.873
104.618,15.993
104.738,15.993
104.738,16.234
104.978,16.234
104.978,16.354
104.858,16.354
104.858,16.595
105.099,16.595
105.099,16.474
105.219,16.474
105.219,16.715
104.978,16.715
104.978,16.835
105.219,16.835
105.219,16.955
104.738,16.955
104.738,17.076
104.858,17.076
104.858,17.196
104.497,17.196
104.497,17.316
104.618,17.316
104.618,17.677
104.858,17.677
104.858,17.797
104.497,17.797
104.497,17.917
104.377,17.917
104.377,18.038
104.497,18.038
104.497,18.278
104.618,18.278
104.618,18.038
104.738,18.038
104.738,18.278
104.858,18.278
104.858,18.158
105.099,18.158
105.099,18.278
104.978,18.278
104.978,18.519
105.099,18.519
105.099,18.398
105.219,18.398
105.219,18.519
105.339,18.519
105.339,18.879
105.459,18.879
105.459,19.000
105.700,19.000
105.700,19.120
105.339,19.120
105.339,19.240
105.219,19.240
105.219,19.360
105.459,19.360
105.459,19.481
105.339,19.481
105.339,19.841
105.099,19.841
105.099,19.962
104.978,19.962
104.978,20.443
104.858,20.443
104.858,20.563
104.978,20.563
104.978,20.683
104.738,20.683
104.738,21.044
104.497,21.044
104.497,21.284
104.257,21.284
104.257,21.525
104.137,21.525
104.137,21.405
103.896,21.405
103.896,21.525
103.656,21.525
103.656,21.405
103.535,21.405
103.535,21.525
103.415,21.525
103.415,21.405
103.295,21.405
103.295,21.284
102.814,21.284
102.814,21.164
102.694,21.164
102.694,21.284
102.573,21.284
102.573,21.164
102.333,21.164
102.333,21.284
102.092,21.284
102.092,21.164
101.491,21.164
101.491,21.044
101.371,21.044
101.371,21.164
100.890,21.164
100.890,21.044
100.770,21.044
100.770,20.924
100.890,20.924
100.890,21.044
101.010,21.044
101.010,20.803
100.890,20.803
100.890,20.683
100.770,20.683
100.770,20.563
100.649,20.563
100.649,20.683
100.529,20.683
100.529,20.563
100.289,20.563
100.289,20.443
100.048,20.443
100.048,20.322
99.928,20.322
99.928,20.443
99.808,20.443
99.808,20.322
99.447,20.322
99.447,20.082
98.485,20.082
98.485,19.962
98.365,19.962
98.365,20.082
98.244,20.082
98.244,19.962
98.124,19.962
98.124,20.082
97.643,20.082
97.643,20.202
97.403,20.202
97.403,20.322
