X,Y
12.747,56.999
12.987,56.999
12.987,56.878
14.310,56.878
14.310,56.999
14.430,56.999
14.430,57.239
14.791,57.239
14.791,57.359
15.031,57.359
15.031,57.119
15.152,57.119
15.152,57.239
15.272,57.239
15.272,57.119
16.234,57.119
16.234,57.239
16.835,57.239
16.835,57.359
16.955,57.359
16.955,57.600
17.196,57.600
17.196,57.840
17.316,57.840
17.316,57.961
17.436,57.961
17.436,58.081
17.316,58.081
17.316,58.201
17.557,58.201
17.557,58.321
17.917,58.321
17.917,58.562
18.278,58.562
18.278,58.682
18.519,58.682
18.519,58.802
19.360,58.802
19.360,58.923
19.240,58.923
19.240,59.043
19.360,59.043
19.360,59.163
19.240,59.163
19.240,59.043
19.120,59.043
19.120,59.283
19.240,59.283
19.240,59.404
19.360,59.404
19.360,59.283
19.481,59.283
19.481,59.404
19.360,59.404
19.360,59.524
19.601,59.524
19.601,59.283
19.721,59.283
19.721,59.163
19.841,59.163
19.841,59.043
19.601,59.043
19.601,58.923
19.481,58.923
19.481,58.802
19.601,58.802
19.601,58.682
19.721,58.682
19.721,58.923
20.082,58.923
20.082,59.043
20.202,59.043
20.202,59.163
20.563,59.163
20.563,59.283
20.443,59.283
20.443,59.404
20.322,59.404
20.322,59.524
20.443,59.524
20.443,59.644
20.563,59.644
20.563,59.524
20.803,59.524
20.803,59.283
21.044,59.283
21.044,59.163
21.886,59.163
21.886,59.283
22.126,59.283
22.126,59.524
22.367,59.524
22.367,60.005
22.487,60.005
22.487,60.125
22.367,60.125
22.367,60.366
22.487,60.366
22.487,61.087
22.367,61.087
22.367,61.207
22.246,61.207
22.246,61.328
22.126,61.328
22.126,61.568
22.246,61.568
22.246,61.688
21.645,61.688
21.645,61.809
21.164,61.809
21.164,62.049
20.683,62.049
20.683,62.290
20.322,62.290
20.322,62.410
20.202,62.410
20.202,62.290
20.082,62.290
20.082,62.410
19.962,62.410
19.962,62.530
19.841,62.530
19.841,62.410
19.721,62.410
19.721,62.530
19.601,62.530
19.601,62.650
19.481,62.650
19.481,62.891
19.360,62.891
19.360,63.011
18.759,63.011
18.759,63.131
18.639,63.131
18.639,63.252
18.398,63.252
18.398,63.372
18.038,63.372
18.038,63.492
17.917,63.492
17.917,63.612
17.557,63.612
17.557,63.733
17.797,63.733
17.797,63.853
17.677,63.853
17.677,63.973
17.557,63.973
17.557,63.853
17.436,63.853
17.436,64.214
17.557,64.214
17.557,64.454
17.677,64.454
17.677,65.176
17.797,65.176
17.797,65.296
17.677,65.296
17.677,65.416
17.797,65.416
17.797,65.536
17.917,65.536
17.917,65.657
17.797,65.657
17.797,65.777
18.038,65.777
18.038,66.017
18.158,66.017
18.158,65.777
18.278,65.777
18.278,65.657
18.519,65.657
18.519,65.536
18.759,65.536
18.759,65.416
19.120,65.416
19.120,65.296
19.721,65.296
19.721,65.176
19.841,65.176
19.841,65.296
19.962,65.296
19.962,65.176
20.082,65.176
20.082,64.935
20.202,64.935
20.202,64.815
20.443,64.815
20.443,64.935
20.563,64.935
20.563,64.695
20.683,64.695
20.683,64.815
21.164,64.815
21.164,64.695
21.284,64.695
21.284,64.815
21.405,64.815
21.405,64.935
21.164,64.935
21.164,65.055
21.044,65.055
21.044,65.176
21.164,65.176
21.164,65.536
21.284,65.536
21.284,65.416
21.405,65.416
21.405,65.657
21.525,65.657
21.525,65.777
21.765,65.777
21.765,65.657
22.006,65.657
22.006,65.416
21.886,65.416
21.886,65.536
21.765,65.536
21.765,65.416
21.886,65.416
21.886,65.296
22.126,65.296
22.126,65.536
22.246,65.536
22.246,65.657
22.367,65.657
22.367,65.416
22.487,65.416
22.487,65.296
22.968,65.296
22.968,65.416
22.848,65.416
22.848,65.897
22.727,65.897
22.727,66.138
22.607,66.138
22.607,66.258
22.367,66.258
22.367,66.138
22.246,66.138
22.246,66.017
22.126,66.017
22.126,66.138
22.006,66.138
22.006,66.017
21.886,66.017
21.886,66.138
21.765,66.138
21.765,66.017
21.405,66.017
21.405,65.897
21.284,65.897
21.284,66.138
21.164,66.138
21.164,66.258
20.924,66.258
20.924,66.138
20.803,66.138
20.803,66.258
20.683,66.258
20.683,66.378
20.563,66.378
20.563,66.739
20.443,66.739
20.443,66.979
20.322,66.979
20.322,67.100
20.082,67.100
20.082,66.979
19.841,66.979
19.841,67.100
19.721,67.100
19.721,66.859
19.601,66.859
19.601,66.979
19.481,66.979
19.481,66.859
19.360,66.859
19.360,66.739
19.240,66.739
19.240,66.859
18.879,66.859
18.879,66.979
18.759,66.979
18.759,67.100
18.519,67.100
18.519,67.340
18.398,67.340
18.398,67.581
18.519,67.581
18.519,67.701
18.398,67.701
18.398,67.581
18.278,67.581
18.278,67.821
18.038,67.821
18.038,67.941
17.917,67.941
17.917,67.821
17.557,67.821
17.557,67.701
17.436,67.701
17.436,67.581
17.076,67.581
17.076,67.460
16.715,67.460
16.715,67.340
16.595,67.340
16.595,67.460
16.354,67.460
16.354,67.581
16.474,67.581
16.474,67.701
16.354,67.701
16.354,67.941
16.234,67.941
16.234,68.302
16.114,68.302
16.114,68.422
15.993,68.422
15.993,68.543
15.873,68.543
15.873,68.663
15.753,68.663
15.753,69.024
15.633,69.024
15.633,69.505
15.753,69.505
15.753,69.625
15.633,69.625
15.633,69.745
15.753,69.745
15.753,69.865
15.633,69.865
15.633,69.986
15.512,69.986
15.512,70.226
15.633,70.226
15.633,70.587
15.031,70.587
15.031,70.467
14.911,70.467
14.911,70.346
14.671,70.346
14.671,70.226
14.430,70.226
14.430,70.106
14.190,70.106
14.190,69.986
14.310,69.986
14.310,69.745
14.190,69.745
14.190,69.505
14.310,69.505
14.310,69.264
14.190,69.264
14.190,69.024
14.069,69.024
14.069,68.903
13.949,68.903
13.949,69.024
13.829,69.024
13.829,68.903
13.949,68.903
13.949,68.783
13.829,68.783
13.829,68.663
13.468,68.663
13.468,68.543
13.348,68.543
13.348,68.663
12.987,68.663
12.987,68.903
12.747,68.903
12.747,69.024
12.626,69.024
12.626,69.264
12.266,69.264
12.266,69.384
12.386,69.384
12.386,69.505
12.266,69.505
12.266,69.625
12.386,69.625
12.386,69.745
12.266,69.745
12.266,69.986
12.386,69.986
12.386,70.106
12.266,70.106
12.266,69.986
12.145,69.986
12.145,70.226
12.266,70.226
12.266,70.346
12.025,70.346
12.025,70.467
12.145,70.467
12.145,70.587
12.025,70.587
12.025,70.827
11.785,70.827
11.785,70.948
11.664,70.948
11.664,71.188
11.544,71.188
11.544,71.068
11.424,71.068
11.424,71.188
11.183,71.188
11.183,71.068
11.063,71.068
11.063,71.308
10.823,71.308
10.823,71.188
10.702,71.188
10.702,71.549
10.462,71.549
10.462,71.669
10.342,71.669
10.342,71.429
10.221,71.429
10.221,71.669
9.981,71.669
9.981,71.910
9.861,71.910
9.861,71.789
9.620,71.789
9.620,71.549
9.500,71.549
9.500,71.789
9.259,71.789
9.259,71.549
8.899,71.549
8.899,71.669
8.778,71.669
8.778,71.549
8.418,71.549
8.418,71.669
8.177,71.669
8.177,71.910
7.095,71.910
7.095,71.789
6.975,71.789
6.975,71.669
6.854,71.669
6.854,71.789
6.614,71.789
6.614,71.669
6.494,71.669
6.494,71.789
6.373,71.789
6.373,72.030
6.253,72.030
6.253,72.150
6.133,72.150
6.133,72.030
