X,Y
115.079,10.582
115.200,10.582
115.200,10.462
115.440,10.462
115.440,10.582
115.801,10.582
115.801,10.823
115.681,10.823
115.681,11.304
115.801,11.304
115.801,11.544
115.681,11.544
115.681,11.664
115.921,11.664
115.921,11.785
115.801,11.785
115.801,11.905
116.041,11.905
116.041,12.145
116.282,12.145
116.282,12.386
116.643,12.386
116.643,12.506
117.003,12.506
117.003,12.386
117.124,12.386
117.124,12.506
117.364,12.506
117.364,12.386
117.484,12.386
117.484,12.266
117.605,12.266
117.605,12.386
117.845,12.386
117.845,12.506
117.965,12.506
117.965,12.386
118.086,12.386
118.086,12.506
118.206,12.506
118.206,12.626
118.567,12.626
118.567,12.506
118.687,12.506
118.687,12.386
118.807,12.386
118.807,12.506
118.687,12.506
118.687,12.626
118.927,12.626
118.927,12.506
119.048,12.506
119.048,12.626
118.927,12.626
118.927,12.747
119.168,12.747
119.168,12.626
119.288,12.626
119.288,12.506
119.168,12.506
119.168,12.386
119.288,12.386
119.288,12.266
119.168,12.266
119.168,11.304
119.288,11.304
119.288,11.183
119.769,11.183
119.769,11.063
119.889,11.063
119.889,10.943
120.130,10.943
120.130,10.823
120.250,10.823
120.250,10.943
120.130,10.943
120.130,11.063
120.370,11.063
120.370,11.183
120.491,11.183
120.491,11.063
120.731,11.063
120.731,11.183
120.972,11.183
120.972,11.424
121.332,11.424
121.332,11.304
121.453,11.304
121.453,11.664
121.934,11.664
121.934,11.785
121.813,11.785
121.813,11.905
122.294,11.905
122.294,12.025
122.174,12.025
122.174,12.386
122.415,12.386
122.415,12.626
122.535,12.626
122.535,12.506
122.655,12.506
122.655,12.626
122.775,12.626
122.775,12.867
123.016,12.867
123.016,12.987
122.775,12.987
122.775,13.107
123.016,13.107
123.016,13.228
123.136,13.228
123.136,20.803
123.016,20.803
123.016,20.924
123.136,20.924
123.136,21.044
123.016,21.044
123.016,20.924
122.896,20.924
122.896,21.044
122.775,21.044
122.775,21.164
122.896,21.164
122.896,21.284
123.016,21.284
123.016,21.405
123.136,21.405
123.136,21.525
123.016,21.525
123.016,21.645
122.896,21.645
122.896,21.886
122.775,21.886
122.775,22.006
122.896,22.006
122.896,22.246
123.016,22.246
123.016,22.126
123.136,22.126
123.136,47.619
122.896,47.619
122.896,47.138
122.294,47.138
122.294,47.258
122.655,47.258
122.655,47.379
122.775,47.379
122.775,47.499
122.655,47.499
122.655,47.379
122.415,47.379
122.415,47.499
122.294,47.499
122.294,47.379
122.054,47.379
