X,Y
14.069,85.017
14.310,85.017
14.310,85.137
14.190,85.137
14.190,85.257
14.430,85.257
14.430,85.618
14.310,85.618
14.310,85.859
14.430,85.859
14.430,85.979
14.671,85.979
14.671,86.099
15.152,86.099
15.152,85.979
15.031,85.979
15.031,85.859
15.152,85.859
15.152,85.979
15.272,85.979
15.272,85.738
15.392,85.738
15.392,85.618
15.633,85.618
15.633,85.498
15.753,85.498
15.753,85.618
16.474,85.618
16.474,85.738
16.595,85.738
16.595,85.618
16.715,85.618
16.715,85.738
17.076,85.738
17.076,85.859
17.316,85.859
17.316,85.979
17.677,85.979
17.677,85.859
17.917,85.859
17.917,85.738
18.519,85.738
18.519,85.618
18.759,85.618
18.759,85.498
18.879,85.498
18.879,85.618
19.000,85.618
19.000,85.498
19.120,85.498
19.120,85.618
19.000,85.618
19.000,85.738
19.360,85.738
19.360,85.859
19.721,85.859
19.721,85.979
19.962,85.979
19.962,85.859
20.082,85.859
20.082,85.979
20.202,85.979
20.202,86.099
19.841,86.099
19.841,86.219
19.481,86.219
19.481,86.700
19.601,86.700
19.601,86.821
19.481,86.821
19.481,86.700
19.360,86.700
19.360,86.821
19.240,86.821
19.240,86.941
19.120,86.941
19.120,87.302
19.240,87.302
19.240,87.181
19.481,87.181
19.481,87.422
19.601,87.422
19.601,87.302
19.721,87.302
19.721,87.181
19.841,87.181
19.841,87.302
20.202,87.302
20.202,87.422
20.563,87.422
20.563,87.662
20.683,87.662
20.683,87.783
20.803,87.783
20.803,87.903
20.924,87.903
20.924,88.023
20.803,88.023
20.803,88.143
20.683,88.143
20.683,88.264
20.803,88.264
20.803,88.384
20.683,88.384
20.683,88.504
20.563,88.504
20.563,88.624
20.082,88.624
20.082,88.745
19.962,88.745
19.962,88.865
19.601,88.865
19.601,89.105
19.360,89.105
19.360,89.466
19.481,89.466
19.481,89.586
19.601,89.586
19.601,89.707
19.481,89.707
19.481,89.586
19.240,89.586
19.240,89.827
19.360,89.827
19.360,89.947
19.601,89.947
19.601,90.188
19.962,90.188
19.962,90.308
19.841,90.308
19.841,90.548
19.721,90.548
19.721,90.789
20.082,90.789
20.082,91.029
20.443,91.029
20.443,91.150
20.563,91.150
20.563,91.270
20.803,91.270
20.803,91.390
20.924,91.390
20.924,91.510
21.645,91.510
21.645,91.631
21.765,91.631
21.765,91.751
22.006,91.751
22.006,91.991
22.126,91.991
22.126,92.112
22.246,92.112
22.246,92.232
22.487,92.232
22.487,92.352
22.727,92.352
22.727,92.713
22.848,92.713
22.848,93.194
22.968,93.194
22.968,93.314
22.727,93.314
22.727,93.434
22.848,93.434
22.848,93.555
22.968,93.555
22.968,93.675
22.727,93.675
22.727,94.637
22.487,94.637
22.487,94.877
22.607,94.877
22.607,94.998
22.367,94.998
22.367,95.238
22.246,95.238
22.246,95.479
22.006,95.479
22.006,95.599
21.645,95.599
21.645,95.839
21.525,95.839
21.525,95.960
21.405,95.960
21.405,96.080
21.284,96.080
21.284,96.561
21.164,96.561
21.164,96.441
21.044,96.441
21.044,96.561
20.683,96.561
20.683,96.441
20.563,96.441
20.563,96.320
20.443,96.320
20.443,96.441
20.322,96.441
20.322,96.320
20.082,96.320
20.082,96.200
20.202,96.200
20.202,96.080
19.841,96.080
19.841,95.960
19.721,95.960
19.721,95.839
19.240,95.839
19.240,96.200
19.120,96.200
19.120,96.320
18.879,96.320
18.879,96.441
18.639,96.441
18.639,96.561
18.278,96.561
18.278,96.441
18.158,96.441
18.158,96.561
17.917,96.561
17.917,96.320
18.158,96.320
18.158,96.200
18.038,96.200
18.038,96.080
17.797,96.080
17.797,95.960
17.557,95.960
17.557,95.719
17.436,95.719
17.436,95.839
17.316,95.839
17.316,95.719
17.076,95.719
17.076,95.479
16.955,95.479
16.955,95.358
16.715,95.358
16.715,95.118
16.595,95.118
16.595,94.757
16.234,94.757
16.234,94.637
15.993,94.637
15.993,94.517
15.753,94.517
15.753,94.757
15.633,94.757
15.633,94.637
15.512,94.637
15.512,94.998
15.633,94.998
15.633,94.877
15.753,94.877
15.753,94.998
15.633,94.998
15.633,95.118
15.512,95.118
15.512,94.998
15.272,94.998
15.272,95.238
15.392,95.238
15.392,95.479
15.512,95.479
15.512,95.358
15.633,95.358
15.633,95.719
15.753,95.719
15.753,95.839
15.993,95.839
15.993,95.960
15.873,95.960
15.873,96.200
15.753,96.200
15.753,96.320
15.633,96.320
15.633,96.441
15.753,96.441
15.753,96.561
15.873,96.561
15.873,96.681
15.993,96.681
15.993,96.801
15.512,96.801
15.512,96.922
15.152,96.922
15.152,97.042
15.031,97.042
15.031,97.282
14.190,97.282
14.190,96.801
13.949,96.801
13.949,96.561
14.069,96.561
14.069,96.080
14.310,96.080
14.310,95.839
14.069,95.839
14.069,95.719
13.949,95.719
13.949,95.599
13.709,95.599
13.709,95.719
13.468,95.719
13.468,95.599
13.348,95.599
13.348,95.719
13.228,95.719
13.228,95.599
13.348,95.599
13.348,95.358
13.228,95.358
13.228,95.479
13.107,95.479
13.107,95.358
12.987,95.358
12.987,95.719
12.747,95.719
12.747,95.599
12.626,95.599
12.626,95.839
12.747,95.839
12.747,96.441
12.626,96.441
12.626,96.320
12.506,96.320
12.506,96.561
12.386,96.561
12.386,96.681
12.266,96.681
12.266,96.561
12.145,96.561
12.145,96.801
12.266,96.801
12.266,96.922
12.386,96.922
12.386,96.801
12.506,96.801
12.506,96.922
12.386,96.922
12.386,97.042
12.266,97.042
12.266,97.162
12.025,97.162
12.025,97.042
11.785,97.042
11.785,96.922
11.664,96.922
11.664,97.042
11.544,97.042
11.544,96.922
11.424,96.922
11.424,96.681
11.544,96.681
11.544,96.320
11.183,96.320
11.183,96.441
11.063,96.441
11.063,96.320
11.183,96.320
11.183,96.200
11.424,96.200
11.424,96.080
11.304,96.080
11.304,95.960
11.424,95.960
11.424,96.080
11.544,96.080
11.544,95.839
11.304,95.839
11.304,95.719
11.063,95.719
11.063,95.599
11.183,95.599
11.183,95.479
11.304,95.479
11.304,95.358
11.183,95.358
11.183,95.238
11.304,95.238
11.304,95.118
11.544,95.118
11.544,94.998
11.785,94.998
11.785,94.877
11.664,94.877
11.664,94.396
11.785,94.396
11.785,94.276
11.664,94.276
11.664,94.156
11.424,94.156
11.424,94.036
11.664,94.036
11.664,93.915
10.943,93.915
10.943,93.675
10.823,93.675
10.823,93.795
10.462,93.795
10.462,93.675
10.342,93.675
10.342,93.915
10.221,93.915
10.221,94.036
10.101,94.036
10.101,93.915
9.981,93.915
9.981,94.396
9.861,94.396
9.861,94.517
9.740,94.517
9.740,94.396
9.620,94.396
9.620,94.276
9.380,94.276
9.380,94.396
9.259,94.396
9.259,94.036
9.019,94.036
9.019,93.555
8.899,93.555
8.899,93.194
8.538,93.194
8.538,93.074
8.418,93.074
8.418,92.953
8.177,92.953
8.177,92.833
8.057,92.833
8.057,92.593
7.816,92.593
7.816,92.472
7.937,92.472
7.937,92.232
7.816,92.232
7.816,92.112
7.937,92.112
7.937,91.991
8.057,91.991
8.057,91.871
7.816,91.871
7.816,91.631
7.937,91.631
7.937,91.150
8.177,91.150
8.177,91.029
8.057,91.029
8.057,90.789
7.937,90.789
7.937,90.669
8.057,90.669
8.057,90.789
8.177,90.789
8.177,90.669
8.297,90.669
8.297,90.548
7.937,90.548
7.937,90.308
8.177,90.308
8.177,89.947
8.297,89.947
8.297,90.067
8.538,90.067
8.538,90.188
8.658,90.188
8.658,90.067
8.778,90.067
8.778,89.827
8.899,89.827
8.899,89.707
9.139,89.707
9.139,89.586
9.019,89.586
9.019,89.466
9.139,89.466
9.139,89.346
9.259,89.346
9.259,89.466
9.380,89.466
9.380,89.105
9.500,89.105
9.500,88.865
9.380,88.865
9.380,88.745
9.620,88.745
9.620,88.624
9.380,88.624
9.380,88.504
9.500,88.504
9.500,88.384
9.620,88.384
9.620,88.023
9.740,88.023
9.740,87.783
9.620,87.783
9.620,87.903
9.500,87.903
9.500,87.662
9.620,87.662
9.620,87.542
9.740,87.542
9.740,87.302
9.861,87.302
9.861,87.181
10.101,87.181
10.101,87.061
10.221,87.061
10.221,87.181
10.342,87.181
10.342,86.941
10.582,86.941
10.582,86.821
10.702,86.821
10.702,86.700
10.582,86.700
10.582,86.580
10.823,86.580
10.823,86.460
10.943,86.460
10.943,86.580
11.063,86.580
11.063,86.700
11.183,86.700
11.183,86.941
11.664,86.941
11.664,87.061
11.785,87.061
11.785,86.941
11.905,86.941
11.905,86.821
12.025,86.821
12.025,86.941
12.145,86.941
12.145,87.061
12.266,87.061
12.266,86.821
12.386,86.821
12.386,86.941
12.506,86.941
12.506,86.821
12.747,86.821
12.747,86.700
12.987,86.700
12.987,86.580
