X,Y
3.247,38.240
3.127,38.240
3.127,38.360
3.247,38.360
3.247,38.600
3.367,38.600
3.367,38.721
3.487,38.721
3.487,38.841
3.367,38.841
3.367,38.961
3.608,38.961
3.608,39.081
3.487,39.081
3.487,39.202
3.608,39.202
3.608,39.322
3.728,39.322
3.728,39.442
3.848,39.442
3.848,39.562
3.968,39.562
3.968,39.683
4.089,39.683
4.089,39.562
4.209,39.562
4.209,39.683
4.089,39.683
4.089,40.043
4.329,40.043
4.329,39.923
4.449,39.923
4.449,40.043
4.329,40.043
4.329,40.164
4.449,40.164
4.449,40.284
4.690,40.284
4.690,40.404
4.930,40.404
4.930,40.524
4.810,40.524
4.810,40.645
5.171,40.645
5.171,40.885
5.291,40.885
5.291,40.765
5.411,40.765
5.411,41.005
5.532,41.005
5.532,41.126
5.652,41.126
5.652,41.246
5.892,41.246
5.892,41.366
6.013,41.366
6.013,41.607
6.133,41.607
6.133,41.486
6.253,41.486
6.253,41.727
6.494,41.727
6.494,41.847
6.975,41.847
6.975,42.088
6.854,42.088
6.854,41.967
6.734,41.967
6.734,42.689
6.975,42.689
6.975,42.569
7.095,42.569
7.095,42.689
7.215,42.689
7.215,42.929
7.456,42.929
7.456,43.050
7.215,43.050
7.215,43.290
7.095,43.290
7.095,43.050
6.975,43.050
6.975,43.170
6.854,43.170
6.854,43.290
6.614,43.290
6.614,43.410
6.253,43.410
6.253,43.531
5.892,43.531
5.892,43.651
5.652,43.651
5.652,43.771
5.772,43.771
5.772,43.891
5.892,43.891
5.892,44.012
5.772,44.012
5.772,44.132
5.892,44.132
5.892,44.252
5.652,44.252
5.652,44.372
5.051,44.372
5.051,44.252
4.930,44.252
4.930,44.132
4.690,44.132
4.690,43.891
4.329,43.891
4.329,43.771
4.449,43.771
4.449,43.651
4.690,43.651
4.690,43.531
4.810,43.531
4.810,43.410
5.051,43.410
5.051,43.290
5.171,43.290
5.171,43.170
5.291,43.170
5.291,43.050
5.411,43.050
5.411,42.929
5.291,42.929
5.291,42.809
5.051,42.809
5.051,42.569
4.930,42.569
4.930,42.328
4.570,42.328
4.570,42.448
4.449,42.448
4.449,42.569
4.209,42.569
4.209,42.689
4.089,42.689
4.089,42.809
3.848,42.809
3.848,43.050
3.728,43.050
3.728,43.170
3.848,43.170
3.848,43.290
3.608,43.290
3.608,43.771
3.487,43.771
3.487,43.891
3.608,43.891
3.608,44.252
3.728,44.252
3.728,44.372
3.848,44.372
3.848,44.493
3.728,44.493
3.728,45.334
4.089,45.334
4.089,45.455
4.209,45.455
4.209,45.575
4.089,45.575
4.089,45.695
4.209,45.695
4.209,45.936
4.329,45.936
4.329,46.176
4.209,46.176
4.209,46.417
3.968,46.417
3.968,46.537
3.728,46.537
3.728,46.657
3.367,46.657
3.367,46.898
3.006,46.898
3.006,47.018
3.247,47.018
3.247,47.138
3.006,47.138
3.006,47.258
2.886,47.258
2.886,47.379
2.646,47.379
2.646,47.258
2.525,47.258
2.525,47.379
2.405,47.379
2.405,47.258
2.525,47.258
2.525,47.018
2.285,47.018
2.285,46.898
2.405,46.898
2.405,46.777
2.285,46.777
2.285,46.657
1.684,46.657
1.684,46.537
1.443,46.537
1.443,46.417
1.203,46.417
1.203,46.537
1.082,46.537
1.082,46.417
0.962,46.417
0.962,46.296
0.842,46.296
0.842,46.056
0.601,46.056
0.601,45.936
0.361,45.936
0.361,45.695
0.120,45.695
0.120,45.575
0.000,45.575
0.000,44.974
0.120,44.974
0.120,44.853
0.241,44.853
0.241,44.733
0.481,44.733
0.481,44.252
0.361,44.252
0.361,44.372
0.241,44.372
0.241,44.132
0.120,44.132
0.120,44.012
0.000,44.012
0.000,43.891
0.120,43.891
0.120,43.771
0.000,43.771
0.000,43.651
0.120,43.651
0.120,43.531
0.000,43.531
0.000,39.081
0.120,39.081
0.120,38.841
0.361,38.841
0.361,38.721
0.722,38.721
0.722,38.600
0.842,38.600
0.842,38.721
1.082,38.721
1.082,38.841
1.323,38.841
1.323,39.081
1.203,39.081
1.203,39.202
1.563,39.202
1.563,39.081
1.443,39.081
1.443,38.961
1.563,38.961
1.563,38.841
1.684,38.841
1.684,38.600
1.924,38.600
1.924,38.480
2.044,38.480
2.044,38.360
2.285,38.360
2.285,38.240
2.405,38.240
2.405,38.119
2.646,38.119
2.646,37.999
3.247,37.999
