X,Y
37.759,0.120
37.879,0.120
37.879,0.000
37.999,0.000
37.999,0.120
38.119,0.120
38.119,0.000
38.480,0.000
38.480,0.120
39.081,0.120
39.081,0.000
41.126,0.000
41.126,0.120
40.765,0.120
40.765,0.241
40.524,0.241
40.524,0.601
40.164,0.601
40.164,0.722
40.284,0.722
40.284,0.842
40.043,0.842
40.043,1.203
40.164,1.203
40.164,1.563
40.043,1.563
40.043,1.684
39.562,1.684
39.562,1.804
39.442,1.804
39.442,2.646
39.562,2.646
39.562,2.766
39.683,2.766
39.683,3.006
39.803,3.006
39.803,3.247
39.923,3.247
39.923,3.127
40.043,3.127
40.043,3.367
40.404,3.367
40.404,3.487
40.524,3.487
40.524,3.608
40.885,3.608
40.885,3.728
41.005,3.728
41.005,3.848
41.126,3.848
41.126,3.968
41.005,3.968
41.005,4.089
41.126,4.089
41.126,4.810
40.885,4.810
40.885,4.930
40.645,4.930
40.645,5.051
40.524,5.051
40.524,5.171
40.404,5.171
40.404,5.291
40.524,5.291
40.524,5.532
40.404,5.532
40.404,5.772
40.524,5.772
40.524,5.892
40.645,5.892
40.645,6.133
40.524,6.133
40.524,6.253
40.404,6.253
40.404,6.373
40.765,6.373
40.765,6.614
40.645,6.614
40.645,6.854
40.524,6.854
40.524,6.975
40.043,6.975
40.043,7.335
40.164,7.335
40.164,7.456
39.923,7.456
39.923,7.576
40.043,7.576
40.043,7.937
40.164,7.937
40.164,8.057
40.284,8.057
40.284,8.297
40.404,8.297
40.404,8.418
40.524,8.418
40.524,8.538
40.645,8.538
40.645,8.778
40.885,8.778
40.885,9.019
41.005,9.019
41.005,8.899
41.607,8.899
41.607,8.778
41.727,8.778
41.727,8.658
41.967,8.658
41.967,8.538
42.569,8.538
42.569,8.658
42.689,8.658
42.689,8.538
42.929,8.538
42.929,8.658
42.809,8.658
42.809,8.778
43.050,8.778
43.050,9.019
43.170,9.019
43.170,9.259
43.410,9.259
43.410,9.380
43.290,9.380
43.290,9.500
43.651,9.500
43.651,9.740
43.771,9.740
43.771,9.861
43.651,9.861
43.651,10.101
43.891,10.101
43.891,10.221
43.771,10.221
43.771,10.342
43.651,10.342
43.651,10.702
43.410,10.702
43.410,10.943
43.290,10.943
43.290,11.063
43.170,11.063
43.170,11.183
42.809,11.183
42.809,11.304
42.689,11.304
42.689,11.544
42.448,11.544
42.448,11.664
42.689,11.664
42.689,11.785
42.569,11.785
42.569,11.905
42.448,11.905
42.448,12.025
42.569,12.025
42.569,12.145
42.809,12.145
42.809,12.266
42.569,12.266
42.569,12.386
42.689,12.386
42.689,12.626
42.569,12.626
42.569,12.506
42.448,12.506
42.448,12.747
42.328,12.747
42.328,12.626
42.208,12.626
42.208,12.867
42.448,12.867
42.448,12.987
42.328,12.987
42.328,13.228
42.569,13.228
42.569,13.107
42.689,13.107
42.689,13.228
42.929,13.228
42.929,13.348
43.050,13.348
43.050,13.228
43.290,13.228
43.290,13.348
43.410,13.348
43.410,13.468
43.531,13.468
43.531,13.588
43.771,13.588
43.771,14.069
43.891,14.069
43.891,14.310
44.252,14.310
44.252,14.550
44.372,14.550
44.372,14.671
44.493,14.671
